idr_name,NAME,"GO:0005654,nucleoplasm","GO:0005730,nucleolus","GO:0005739,mitochondrion","GO:0005740,mitochondrial envelope","GO:0005741,mitochondrial outer membrane","GO:0005758,mitochondrial intermembrane space","GO:0031966,mitochondrial membrane","GO:0035556,intracellular signal transduction","GO:0051646,mitochondrion localization","GO:0051654,establishment of mitochondrion localization","GO:0098573,intrinsic component of mitochondrial membrane","GO:0098798,mitochondrial protein complex","GO:0098799,outer mitochondrial membrane protein complex"
YJL128C_idr_2,PBS2,0,0,0,0,0,0,0,1,0,0,0,0,0
YJL129C_idr_2,TRK1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL129C_idr_3,TRK1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL129C_idr_4,TRK1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL130C_idr_4,URA2,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL131C_idr_2,AIM23,0,0,1,0,0,0,0,0,0,0,0,0,0
YJL131C_idr_4,AIM23,0,0,1,0,0,0,0,0,0,0,0,0,0
YJL134W_idr_1,LCB3,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL139C_idr_1,YUR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL140W_idr_2,RPB4,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL141C_idr_1,YAK1,0,0,0,0,0,0,0,1,0,0,0,0,0
YJL141C_idr_3,YAK1,0,0,0,0,0,0,0,1,0,0,0,0,0
YJL146W_idr_2,IDS2,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL148W_idr_2,RPA34,0,1,0,0,0,0,0,0,0,0,0,0,0
YJL151C_idr_2,SNA3,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL156C_idr_1,SSY5,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL156C_idr_2,SSY5,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL157C_idr_1,FAR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL157C_idr_5,FAR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL157C_idr_6,FAR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL159W_idr_1,HSP150,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL162C_idr_10,JJJ2,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL162C_idr_2,JJJ2,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL162C_idr_4,JJJ2,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL163C_idr_1,,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL164C_idr_1,TPK1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL165C_idr_1,HAL5,0,0,0,0,0,0,0,1,0,0,0,0,0
YJL165C_idr_2,HAL5,0,0,0,0,0,0,0,1,0,0,0,0,0
YJL168C_idr_2,SET2,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL168C_idr_5,SET2,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL172W_idr_1,CPS1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL176C_idr_1,SWI3,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL176C_idr_10,SWI3,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL176C_idr_2,SWI3,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL176C_idr_5,SWI3,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL180C_idr_1,ATP12,0,0,1,0,0,1,0,0,0,0,0,0,0
YJL186W_idr_1,MNN5,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL187C_idr_1,SWE1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL187C_idr_2,SWE1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL194W_idr_1,CDC6,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL197W_idr_1,UBP12,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL197W_idr_3,UBP12,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL197W_idr_7,UBP12,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL197W_idr_9,UBP12,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL198W_idr_1,PHO90,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL198W_idr_2,PHO90,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL198W_idr_5,PHO90,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL201W_idr_3,ECM25,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL203W_idr_3,PRP21,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL204C_idr_6,RCY1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL206C_idr_1,,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL206C_idr_2,,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL206C_idr_8,,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL207C_idr_10,LAA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL207C_idr_25,LAA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL207C_idr_7,LAA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL207C_idr_9,LAA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL208C_idr_1,NUC1,0,0,1,0,0,0,1,0,0,0,0,0,0
YJL209W_idr_1,CBP1,0,0,1,0,0,0,0,0,0,0,0,0,0
YJR001W_idr_1,AVT1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR001W_idr_2,AVT1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR002W_idr_3,MPP10,1,1,0,0,0,0,0,0,0,0,0,0,0
YJR002W_idr_7,MPP10,1,1,0,0,0,0,0,0,0,0,0,0,0
YJR004C_idr_2,SAG1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR005C-A_idr_1,LSO1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR005W_idr_5,APL1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR014W_idr_2,TMA22,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR015W_idr_1,,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR021C_idr_3,REC107,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR030C_idr_2,RBH2,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR030C_idr_5,RBH2,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR031C_idr_12,GEA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR031C_idr_13,GEA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR031C_idr_3,GEA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR031C_idr_8,GEA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR033C_idr_2,RAV1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR033C_idr_4,RAV1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR035W_idr_10,RAD26,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR035W_idr_2,RAD26,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR035W_idr_4,RAD26,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR035W_idr_8,RAD26,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR035W_idr_9,RAD26,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR036C_idr_1,HUL4,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR042W_idr_1,NUP85,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR043C_idr_2,POL32,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR043C_idr_8,POL32,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR046W_idr_3,TAH11,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR049C_idr_1,UTR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR049C_idr_3,UTR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR051W_idr_1,OSM1,0,0,1,0,0,0,0,0,0,0,0,0,0
YJR052W_idr_3,RAD7,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR053W_idr_11,BFA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR053W_idr_2,BFA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR053W_idr_5,BFA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR053W_idr_6,BFA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR054W_idr_7,KCH1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR056C_idr_2,,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR056C_idr_6,,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR059W_idr_1,PTK2,0,0,0,0,0,0,0,1,0,0,0,0,0
YJR059W_idr_8,PTK2,0,0,0,0,0,0,0,1,0,0,0,0,0
YJR060W_idr_3,CBF1,0,0,1,0,0,0,0,0,0,0,0,0,0
YJR061W_idr_1,MNN14,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR065C_idr_2,ARP3,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR066W_idr_1,TOR1,0,0,0,0,0,0,0,1,0,0,0,0,0
YJR066W_idr_13,TOR1,0,0,0,0,0,0,0,1,0,0,0,0,0
YJR066W_idr_24,TOR1,0,0,0,0,0,0,0,1,0,0,0,0,0
YJR066W_idr_6,TOR1,0,0,0,0,0,0,0,1,0,0,0,0,0
YJR072C_idr_2,NPA3,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR075W_idr_1,HOC1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR076C_idr_3,CDC11,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR078W_idr_2,BNA2,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR080C_idr_1,AIM24,0,0,1,0,0,0,0,0,0,0,1,0,0
YJR080C_idr_3,AIM24,0,0,1,0,0,0,0,0,0,0,1,0,0
YJR083C_idr_5,ACF4,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR089W_idr_12,BIR1,0,0,1,0,0,0,0,0,0,0,0,0,0
YJR089W_idr_13,BIR1,0,0,1,0,0,0,0,0,0,0,0,0,0
YJR089W_idr_9,BIR1,0,0,1,0,0,0,0,0,0,0,0,0,0
YJR090C_idr_2,GRR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR090C_idr_3,GRR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR090C_idr_4,GRR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR090C_idr_5,GRR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR091C_idr_2,JSN1,0,0,0,0,0,0,0,0,1,1,0,0,0
YJR091C_idr_4,JSN1,0,0,0,0,0,0,0,0,1,1,0,0,0
YJR091C_idr_9,JSN1,0,0,0,0,0,0,0,0,1,1,0,0,0
YJR092W_idr_1,BUD4,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR092W_idr_2,BUD4,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR092W_idr_3,BUD4,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR093C_idr_1,FIP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR093C_idr_3,FIP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR098C_idr_1,,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR098C_idr_3,,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR098C_idr_8,,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR100C_idr_1,AIM25,0,0,1,0,0,0,0,0,0,0,0,0,0
YJR106W_idr_4,ECM27,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR106W_idr_6,ECM27,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR110W_idr_3,YMR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR110W_idr_7,YMR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR121W_idr_1,ATP2,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR122W_idr_1,IBA57,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR122W_idr_3,IBA57,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR124C_idr_6,,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR125C_idr_3,ENT3,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR126C_idr_1,VPS70,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR127C_idr_10,RSF2,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR127C_idr_17,RSF2,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR127C_idr_7,RSF2,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR127C_idr_8,RSF2,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR132W_idr_5,NMD5,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR134C_idr_6,SGM1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR134C_idr_8,SGM1,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR137C_idr_1,MET5,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR137C_idr_6,MET5,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR138W_idr_1,IML1,0,0,0,0,0,0,0,1,0,0,0,0,0
YJR138W_idr_2,IML1,0,0,0,0,0,0,0,1,0,0,0,0,0
YJR138W_idr_6,IML1,0,0,0,0,0,0,0,1,0,0,0,0,0
YJR138W_idr_7,IML1,0,0,0,0,0,0,0,1,0,0,0,0,0
YJR140C_idr_20,HIR3,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR140C_idr_25,HIR3,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR140C_idr_27,HIR3,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR143C_idr_1,PMT4,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR144W_idr_1,MGM101,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR147W_idr_2,HMS2,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR152W_idr_1,DAL5,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL002W_idr_3,DID4,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL004W_idr_4,AUR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL005C_idr_1,BYE1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL005C_idr_2,BYE1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL005C_idr_5,BYE1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL008C_idr_1,LAC1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL008C_idr_2,LAC1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL010C_idr_1,UFD4,0,0,1,0,0,0,0,0,0,0,0,0,0
YKL010C_idr_11,UFD4,0,0,1,0,0,0,0,0,0,0,0,0,0
YKL010C_idr_2,UFD4,0,0,1,0,0,0,0,0,0,0,0,0,0
YKL010C_idr_3,UFD4,0,0,1,0,0,0,0,0,0,0,0,0,0
YKL010C_idr_9,UFD4,0,0,1,0,0,0,0,0,0,0,0,0,0
YKL012W_idr_1,PRP40,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL014C_idr_3,URB1,0,1,0,0,0,0,0,0,0,0,0,0,0
YKL014C_idr_30,URB1,0,1,0,0,0,0,0,0,0,0,0,0,0
YKL015W_idr_3,PUT3,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL015W_idr_6,PUT3,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL020C_idr_1,SPT23,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL020C_idr_11,SPT23,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL020C_idr_12,SPT23,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL020C_idr_9,SPT23,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL022C_idr_1,CDC16,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL023W_idr_4,SKA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL025C_idr_2,PAN3,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL027W_idr_1,TCD2,0,0,1,0,1,0,1,0,0,0,0,0,0
YKL028W_idr_2,TFA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL028W_idr_4,TFA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL028W_idr_5,TFA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL029C_idr_1,MAE1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL032C_idr_10,IXR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL032C_idr_13,IXR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL032C_idr_5,IXR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL033W_idr_13,TTI1,0,0,1,0,0,0,0,0,0,0,0,0,0
YKL033W_idr_5,TTI1,0,0,1,0,0,0,0,0,0,0,0,0,0
YKL038W_idr_1,RGT1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL038W_idr_2,RGT1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL038W_idr_6,RGT1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL038W_idr_7,RGT1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL038W_idr_8,RGT1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL039W_idr_4,PTM1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL042W_idr_4,SPC42,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL043W_idr_3,PHD1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL043W_idr_4,PHD1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL045W_idr_1,PRI2,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL048C_idr_1,ELM1,0,0,0,0,0,0,0,1,0,0,0,0,0
YKL048C_idr_6,ELM1,0,0,0,0,0,0,0,1,0,0,0,0,0
YKL049C_idr_2,CSE4,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL050C_idr_1,,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL050C_idr_11,,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL050C_idr_14,,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL050C_idr_15,,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL050C_idr_19,,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL050C_idr_21,,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL050C_idr_9,,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL051W_idr_2,SFK1,0,0,0,0,0,0,0,1,0,0,0,0,0
YKL052C_idr_2,ASK1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL054C_idr_2,DEF1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL057C_idr_2,NUP120,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL059C_idr_2,MPE1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL059C_idr_9,MPE1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL062W_idr_3,MSN4,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL062W_idr_4,MSN4,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL064W_idr_1,MNR2,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL064W_idr_3,MNR2,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL064W_idr_4,MNR2,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL064W_idr_5,MNR2,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL068W_idr_1,NUP100,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL072W_idr_5,STB6,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL073W_idr_6,LHS1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL073W_idr_7,LHS1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL074C_idr_1,MUD2,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL074C_idr_2,MUD2,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL075C_idr_4,,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL078W_idr_1,DHR2,1,1,0,0,0,0,0,0,0,0,0,0,0
YKL079W_idr_3,SMY1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL079W_idr_4,SMY1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL081W_idr_2,TEF4,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL082C_idr_12,RRP14,0,1,0,0,0,0,0,0,0,0,0,0,0
YKL082C_idr_5,RRP14,0,1,0,0,0,0,0,0,0,0,0,0,0
YKL082C_idr_9,RRP14,0,1,0,0,0,0,0,0,0,0,0,0,0
YKL087C_idr_2,CYT2,0,0,1,0,0,1,1,0,0,0,0,0,0
YKL088W_idr_10,CAB3,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL089W_idr_4,MIF2,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL089W_idr_5,MIF2,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL090W_idr_9,CUE2,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL092C_idr_3,BUD2,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL092C_idr_9,BUD2,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL093W_idr_2,MBR1,0,0,1,0,0,0,0,0,0,0,0,0,0
YKL095W_idr_6,YJU2,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL096W_idr_2,CWP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL100C_idr_3,YPF1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL100C_idr_5,YPF1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL101W_idr_1,HSL1,0,0,0,0,0,0,0,1,0,0,0,0,0
YKL101W_idr_2,HSL1,0,0,0,0,0,0,0,1,0,0,0,0,0
YKL101W_idr_3,HSL1,0,0,0,0,0,0,0,1,0,0,0,0,0
YKL101W_idr_4,HSL1,0,0,0,0,0,0,0,1,0,0,0,0,0
YKL103C_idr_1,APE1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL105C_idr_1,SEG2,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL105C_idr_3,SEG2,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL105C_idr_6,SEG2,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL108W_idr_2,SLD2,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL108W_idr_4,SLD2,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL109W_idr_10,HAP4,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL112W_idr_10,ABF1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL112W_idr_12,ABF1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL112W_idr_14,ABF1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL112W_idr_9,ABF1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL113C_idr_1,RAD27,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL114C_idr_2,APN1,0,0,1,0,0,0,0,0,0,0,0,0,0
YKL116C_idr_1,PRR1,0,0,0,0,0,0,0,1,0,0,0,0,0
YKL117W_idr_3,SBA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL121W_idr_1,DGR2,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL121W_idr_9,DGR2,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL122C_idr_3,SRP21,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL124W_idr_7,SSH4,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL125W_idr_1,RRN3,0,1,0,0,0,0,0,0,0,0,0,0,0
YKL125W_idr_2,RRN3,0,1,0,0,0,0,0,0,0,0,0,0,0
YKL126W_idr_1,YPK1,0,0,0,0,0,0,0,1,0,0,0,0,0
YKL126W_idr_2,YPK1,0,0,0,0,0,0,0,1,0,0,0,0,0
YKL126W_idr_4,YPK1,0,0,0,0,0,0,0,1,0,0,0,0,0
YKL129C_idr_8,MYO3,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL129C_idr_9,MYO3,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL134C_idr_1,OCT1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL135C_idr_2,APL2,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL139W_idr_1,CTK1,1,1,0,0,0,0,0,0,0,0,0,0,0
YKL140W_idr_2,TGL1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL140W_idr_5,TGL1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL141W_idr_1,SDH3,0,0,1,0,0,0,0,0,0,0,0,1,0
YKL143W_idr_3,LTV1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL143W_idr_4,LTV1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL143W_idr_5,LTV1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL143W_idr_7,LTV1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL146W_idr_1,AVT3,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL146W_idr_2,AVT3,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL146W_idr_6,AVT3,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL148C_idr_1,SDH1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL149C_idr_2,DBR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL154W_idr_1,SRP102,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL155C_idr_5,RSM22,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL160W_idr_2,ELF1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL161C_idr_2,KDX1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL163W_idr_2,PIR3,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL163W_idr_4,PIR3,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL164C_idr_2,PIR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL164C_idr_9,PIR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL166C_idr_1,TPK3,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL168C_idr_1,KKQ8,0,0,0,0,0,0,0,1,0,0,0,0,0
YKL168C_idr_4,KKQ8,0,0,0,0,0,0,0,1,0,0,0,0,0
YKL171W_idr_1,NNK1,0,0,0,0,0,0,0,1,0,0,0,0,0
YKL171W_idr_3,NNK1,0,0,0,0,0,0,0,1,0,0,0,0,0
YKL171W_idr_5,NNK1,0,0,0,0,0,0,0,1,0,0,0,0,0
YKL172W_idr_2,EBP2,0,1,0,0,0,0,0,0,0,0,0,0,0
YKL172W_idr_4,EBP2,0,1,0,0,0,0,0,0,0,0,0,0,0
YKL173W_idr_1,SNU114,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL174C_idr_1,TPO5,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL174C_idr_2,TPO5,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL175W_idr_3,ZRT3,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL175W_idr_5,ZRT3,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL176C_idr_4,LST4,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL176C_idr_5,LST4,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL178C_idr_2,STE3,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL178C_idr_5,STE3,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL179C_idr_2,COY1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL179C_idr_8,COY1,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL182W_idr_6,FAS1,0,0,1,0,0,0,0,0,0,0,0,0,0
YKL182W_idr_7,FAS1,0,0,1,0,0,0,0,0,0,0,0,0,0
